#,Taxonomy,Class,Template Name,File Folder,Filename,Image,Tag,Mask,Resolution,Top,Left,Width,Height,Points,Text Annotation,Minimal Top,Minimal Left,Minimal Width,Minimal Height,Attributes
519,,"COVID-19 Airways","Airways",,"2966893D-5DDF-4B68-9E2B-4979D5956C8E.jpeg",images/a030289f84b6cffae3c943d33153fd498cf5e679.jpg,tags/a030289f84b6cffae3c943d33153fd498cf5e679_z5L7XswTYLaCBygds.png,masks/a030289f84b6cffae3c943d33153fd498cf5e679_z5L7XswTYLaCBygds.png,1300x1127,0,497,257,560,,"undefined",0,497,257,560,
520,,"COVID-19 Consolidation","Consolidation",,"2966893D-5DDF-4B68-9E2B-4979D5956C8E.jpeg",images/a030289f84b6cffae3c943d33153fd498cf5e679.jpg,tags/a030289f84b6cffae3c943d33153fd498cf5e679_Ma4Kw2WGsbdGuGq3s.png,masks/a030289f84b6cffae3c943d33153fd498cf5e679_Ma4Kw2WGsbdGuGq3s.png,1300x1127,129,56,1166,750,,"undefined",129,56,1166,750,
521,,"COVID-19 Ground Glass Opacities","Ground Glass Opacities",,"2966893D-5DDF-4B68-9E2B-4979D5956C8E.jpeg",images/a030289f84b6cffae3c943d33153fd498cf5e679.jpg,tags/a030289f84b6cffae3c943d33153fd498cf5e679_7EDSeau45muNqcPcw.png,masks/a030289f84b6cffae3c943d33153fd498cf5e679_7EDSeau45muNqcPcw.png,1300x1127,82,290,955,905,,"undefined",82,290,955,905,
522,"Class:Left Lung","COVID-19 Left Lung","Left Lung",,"2966893D-5DDF-4B68-9E2B-4979D5956C8E.jpeg",images/a030289f84b6cffae3c943d33153fd498cf5e679.jpg,tags/a030289f84b6cffae3c943d33153fd498cf5e679_WiP8PPaiS4vY8EYMb.png,masks/a030289f84b6cffae3c943d33153fd498cf5e679_WiP8PPaiS4vY8EYMb.png,1300x1127,74,723,530,939,,"undefined",74,723,530,939,
523,,"COVID-19 Right Lung","Right Lung",,"2966893D-5DDF-4B68-9E2B-4979D5956C8E.jpeg",images/a030289f84b6cffae3c943d33153fd498cf5e679.jpg,tags/a030289f84b6cffae3c943d33153fd498cf5e679_7gN3vKD5pcqdyXhQi.png,masks/a030289f84b6cffae3c943d33153fd498cf5e679_7gN3vKD5pcqdyXhQi.png,1300x1127,71,37,594,864,,"undefined",71,37,594,864,
524,,"COVID-19 Tubings","Tubings",,"2966893D-5DDF-4B68-9E2B-4979D5956C8E.jpeg",images/a030289f84b6cffae3c943d33153fd498cf5e679.jpg,tags/a030289f84b6cffae3c943d33153fd498cf5e679_iNKZ845nqDYxPSStN.png,masks/a030289f84b6cffae3c943d33153fd498cf5e679_iNKZ845nqDYxPSStN.png,1300x1127,0,0,974,1009,,"undefined",0,0,974,1009,
525,,"COVID-19 Airways","Airways",,"80446565-E090-4187-A031-9D3CEAA586C8.jpeg",images/c0d3889ef926b05c8a8d3b1f5ac73352a8f00e32.jpg,tags/c0d3889ef926b05c8a8d3b1f5ac73352a8f00e32_NTJMpwTrMaZNj5dyK.png,masks/c0d3889ef926b05c8a8d3b1f5ac73352a8f00e32_NTJMpwTrMaZNj5dyK.png,1024x842,0,407,201,464,,"undefined",0,407,201,464,
526,,"COVID-19 Cardiomediastinum","Cardiomediastinum",,"80446565-E090-4187-A031-9D3CEAA586C8.jpeg",images/c0d3889ef926b05c8a8d3b1f5ac73352a8f00e32.jpg,tags/c0d3889ef926b05c8a8d3b1f5ac73352a8f00e32_nQujpHaP8hZ2t4cSX.png,masks/c0d3889ef926b05c8a8d3b1f5ac73352a8f00e32_nQujpHaP8hZ2t4cSX.png,1024x842,274,352,436,394,,"undefined",274,352,436,394,
527,,"COVID-19 Ground Glass Opacities","Ground Glass Opacities",,"80446565-E090-4187-A031-9D3CEAA586C8.jpeg",images/c0d3889ef926b05c8a8d3b1f5ac73352a8f00e32.jpg,tags/c0d3889ef926b05c8a8d3b1f5ac73352a8f00e32_a38eH4jFRS6YFD8Tz.png,masks/c0d3889ef926b05c8a8d3b1f5ac73352a8f00e32_a38eH4jFRS6YFD8Tz.png,1024x842,151,127,313,532,,"undefined",151,127,313,532,
528,"Class:Left Lung","COVID-19 Left Lung","Left Lung",,"80446565-E090-4187-A031-9D3CEAA586C8.jpeg",images/c0d3889ef926b05c8a8d3b1f5ac73352a8f00e32.jpg,tags/c0d3889ef926b05c8a8d3b1f5ac73352a8f00e32_yXQTkKihS2CYNqnvu.png,masks/c0d3889ef926b05c8a8d3b1f5ac73352a8f00e32_yXQTkKihS2CYNqnvu.png,1024x842,119,542,356,550,,"undefined",119,542,356,550,
529,,"COVID-19 Right Lung","Right Lung",,"80446565-E090-4187-A031-9D3CEAA586C8.jpeg",images/c0d3889ef926b05c8a8d3b1f5ac73352a8f00e32.jpg,tags/c0d3889ef926b05c8a8d3b1f5ac73352a8f00e32_QeSetPgh6DtfvMToE.png,masks/c0d3889ef926b05c8a8d3b1f5ac73352a8f00e32_QeSetPgh6DtfvMToE.png,1024x842,130,117,381,566,,"undefined",130,117,381,566,
530,,"COVID-19 Airways","Airways",,"all14238-fig-0001-m-b.jpg",images/032d7a0e001a0729b48055863bf6439d11f2ac96.jpg,tags/032d7a0e001a0729b48055863bf6439d11f2ac96_7QCe95f7CPyn6u88Y.png,masks/032d7a0e001a0729b48055863bf6439d11f2ac96_7QCe95f7CPyn6u88Y.png,629x708,26,245,191,344,,"undefined",26,245,191,344,
531,,"COVID-19 Cardiomediastinum","Cardiomediastinum",,"all14238-fig-0001-m-b.jpg",images/032d7a0e001a0729b48055863bf6439d11f2ac96.jpg,tags/032d7a0e001a0729b48055863bf6439d11f2ac96_ipTmLjvbdER4jQEBM.png,masks/032d7a0e001a0729b48055863bf6439d11f2ac96_ipTmLjvbdER4jQEBM.png,629x708,211,237,328,442,,"undefined",211,237,328,442,
532,,"COVID-19 Consolidation","Consolidation",,"all14238-fig-0001-m-b.jpg",images/032d7a0e001a0729b48055863bf6439d11f2ac96.jpg,tags/032d7a0e001a0729b48055863bf6439d11f2ac96_2A8c2YJ86hZjKCvHc.png,masks/032d7a0e001a0729b48055863bf6439d11f2ac96_2A8c2YJ86hZjKCvHc.png,629x708,218,45,556,302,,"undefined",218,45,556,302,
533,,"COVID-19 Ground Glass Opacities","Ground Glass Opacities",,"all14238-fig-0001-m-b.jpg",images/032d7a0e001a0729b48055863bf6439d11f2ac96.jpg,tags/032d7a0e001a0729b48055863bf6439d11f2ac96_sEbDrn7xD9WigwY9E.png,masks/032d7a0e001a0729b48055863bf6439d11f2ac96_sEbDrn7xD9WigwY9E.png,629x708,182,89,458,329,,"undefined",182,89,458,329,
534,"Class:Left Lung","COVID-19 Left Lung","Left Lung",,"all14238-fig-0001-m-b.jpg",images/032d7a0e001a0729b48055863bf6439d11f2ac96.jpg,tags/032d7a0e001a0729b48055863bf6439d11f2ac96_iooDjh3WCcQgR6ina.png,masks/032d7a0e001a0729b48055863bf6439d11f2ac96_iooDjh3WCcQgR6ina.png,629x708,100,358,248,537,,"undefined",100,358,248,537,
535,,"COVID-19 Monitoring Probes","Monitoring Probes",,"all14238-fig-0001-m-b.jpg",images/032d7a0e001a0729b48055863bf6439d11f2ac96.jpg,,,629x708,0,0,629,708,,"undefined",,,,,
536,,"COVID-19 Right Lung","Right Lung",,"all14238-fig-0001-m-b.jpg",images/032d7a0e001a0729b48055863bf6439d11f2ac96.jpg,tags/032d7a0e001a0729b48055863bf6439d11f2ac96_6hQ3BWFF5NEbKESgN.png,masks/032d7a0e001a0729b48055863bf6439d11f2ac96_6hQ3BWFF5NEbKESgN.png,629x708,93,26,298,463,,"undefined",93,26,298,463,
537,,"COVID-19 Tubings","Tubings",,"all14238-fig-0001-m-b.jpg",images/032d7a0e001a0729b48055863bf6439d11f2ac96.jpg,tags/032d7a0e001a0729b48055863bf6439d11f2ac96_iZZTcXfqvYWNnq3y9.png,masks/032d7a0e001a0729b48055863bf6439d11f2ac96_iZZTcXfqvYWNnq3y9.png,629x708,39,506,123,669,,"undefined",39,506,123,669,
538,,"COVID-19 Airways","Airways",,"acute-respiratory-distress-syndrome-ards-1.jpg",images/f8653511b4433b2d0247de2f0e140e9b488009c5.jpg,tags/f8653511b4433b2d0247de2f0e140e9b488009c5_2WRHK6pntHEAyBGgZ.png,masks/f8653511b4433b2d0247de2f0e140e9b488009c5_2WRHK6pntHEAyBGgZ.png,2494x2048,27,997,369,893,,"undefined",27,997,369,893,
539,,"COVID-19 Cardiomediastinum","Cardiomediastinum",,"acute-respiratory-distress-syndrome-ards-1.jpg",images/f8653511b4433b2d0247de2f0e140e9b488009c5.jpg,tags/f8653511b4433b2d0247de2f0e140e9b488009c5_adPyqq89ynCvC7HbZ.png,masks/f8653511b4433b2d0247de2f0e140e9b488009c5_adPyqq89ynCvC7HbZ.png,2494x2048,454,865,977,1023,,"undefined",454,865,977,1023,
540,,"COVID-19 Central Venous Line","Central Venous Line",,"acute-respiratory-distress-syndrome-ards-1.jpg",images/f8653511b4433b2d0247de2f0e140e9b488009c5.jpg,tags/f8653511b4433b2d0247de2f0e140e9b488009c5_MqP4Nvvv7GZrLRchj.png,masks/f8653511b4433b2d0247de2f0e140e9b488009c5_MqP4Nvvv7GZrLRchj.png,2494x2048,20,839,241,668,,"undefined",20,839,241,668,
541,,"COVID-19 Endotracheal Tube","Endotracheal Tube",,"acute-respiratory-distress-syndrome-ards-1.jpg",images/f8653511b4433b2d0247de2f0e140e9b488009c5.jpg,tags/f8653511b4433b2d0247de2f0e140e9b488009c5_NkPG6wtaYk7C9N2Yx.png,masks/f8653511b4433b2d0247de2f0e140e9b488009c5_NkPG6wtaYk7C9N2Yx.png,2494x2048,0,1146,83,602,,"undefined",0,1146,83,602,
542,,"COVID-19 Ground Glass Opacities","Ground Glass Opacities",,"acute-respiratory-distress-syndrome-ards-1.jpg",images/f8653511b4433b2d0247de2f0e140e9b488009c5.jpg,tags/f8653511b4433b2d0247de2f0e140e9b488009c5_uG3LBrj63S6XyNxPX.png,masks/f8653511b4433b2d0247de2f0e140e9b488009c5_uG3LBrj63S6XyNxPX.png,2494x2048,215,389,1677,1270,,"undefined",215,389,1677,1270,
543,"Class:Left Lung","COVID-19 Left Lung","Left Lung",,"acute-respiratory-distress-syndrome-ards-1.jpg",images/f8653511b4433b2d0247de2f0e140e9b488009c5.jpg,tags/f8653511b4433b2d0247de2f0e140e9b488009c5_5EGXh8Ls7aY8yrCXE.png,masks/f8653511b4433b2d0247de2f0e140e9b488009c5_5EGXh8Ls7aY8yrCXE.png,2494x2048,125,1278,838,1400,,"undefined",125,1278,838,1400,
544,,"COVID-19 Monitoring Probes","Monitoring Probes",,"acute-respiratory-distress-syndrome-ards-1.jpg",images/f8653511b4433b2d0247de2f0e140e9b488009c5.jpg,,,2494x2048,0,0,2494,2048,,"undefined",,,,,
545,,"COVID-19 Nosogastric Tube","Nosogastric Tube",,"acute-respiratory-distress-syndrome-ards-1.jpg",images/f8653511b4433b2d0247de2f0e140e9b488009c5.jpg,tags/f8653511b4433b2d0247de2f0e140e9b488009c5_9mnPujAuZT3PKPsRa.png,masks/f8653511b4433b2d0247de2f0e140e9b488009c5_9mnPujAuZT3PKPsRa.png,2494x2048,0,1203,581,2048,,"undefined",0,1203,581,2048,
546,,"COVID-19 Airways","Airways",,"1312A392-67A3-4EBF-9319-810CF6DA5EF6.jpeg",images/b0f9dd3ba7480c6cff0379477fa9c6f9129c9467.jpg,tags/b0f9dd3ba7480c6cff0379477fa9c6f9129c9467_wvY2CNENJgZJCYANz.png,masks/b0f9dd3ba7480c6cff0379477fa9c6f9129c9467_wvY2CNENJgZJCYANz.png,1641x1668,0,699,291,683,,"undefined",0,699,291,683,
547,,"COVID-19 Cardiomediastinum","Cardiomediastinum",,"1312A392-67A3-4EBF-9319-810CF6DA5EF6.jpeg",images/b0f9dd3ba7480c6cff0379477fa9c6f9129c9467.jpg,tags/b0f9dd3ba7480c6cff0379477fa9c6f9129c9467_2TzGLeayy62WWESus.png,masks/b0f9dd3ba7480c6cff0379477fa9c6f9129c9467_2TzGLeayy62WWESus.png,1641x1668,408,605,634,730,,"undefined",408,605,634,730,
548,,"COVID-19 Ground Glass Opacities","Ground Glass Opacities",,"1312A392-67A3-4EBF-9319-810CF6DA5EF6.jpeg",images/b0f9dd3ba7480c6cff0379477fa9c6f9129c9467.jpg,tags/b0f9dd3ba7480c6cff0379477fa9c6f9129c9467_pwLFCRMEWekYSkHgk.png,masks/b0f9dd3ba7480c6cff0379477fa9c6f9129c9467_pwLFCRMEWekYSkHgk.png,1641x1668,228,262,1169,824,,"undefined",228,262,1169,824,
549,"Class:Left Lung","COVID-19 Left Lung","Left Lung",,"1312A392-67A3-4EBF-9319-810CF6DA5EF6.jpeg",images/b0f9dd3ba7480c6cff0379477fa9c6f9129c9467.jpg,tags/b0f9dd3ba7480c6cff0379477fa9c6f9129c9467_aevjzTLPv5S3JrPyf.png,masks/b0f9dd3ba7480c6cff0379477fa9c6f9129c9467_aevjzTLPv5S3JrPyf.png,1641x1668,128,897,554,931,,"undefined",128,897,554,931,
550,,"COVID-19 Right Lung","Right Lung",,"1312A392-67A3-4EBF-9319-810CF6DA5EF6.jpeg",images/b0f9dd3ba7480c6cff0379477fa9c6f9129c9467.jpg,tags/b0f9dd3ba7480c6cff0379477fa9c6f9129c9467_oWLqkX3Rfwhdjsg4A.png,masks/b0f9dd3ba7480c6cff0379477fa9c6f9129c9467_oWLqkX3Rfwhdjsg4A.png,1641x1668,169,250,574,953,,"undefined",169,250,574,953,
551,,"COVID-19 Airways","Airways",,"ards-secondary-to-tiger-snake-bite.png",images/88121dad365efe9b86136c65df1883283f5fbbb4.png,tags/88121dad365efe9b86136c65df1883283f5fbbb4_D5ts8zPdj2EqsAe4Y.png,masks/88121dad365efe9b86136c65df1883283f5fbbb4_D5ts8zPdj2EqsAe4Y.png,927x795,0,384,175,320,,"undefined",0,384,175,320,
552,,"COVID-19 Cardiomediastinum","Cardiomediastinum",,"ards-secondary-to-tiger-snake-bite.png",images/88121dad365efe9b86136c65df1883283f5fbbb4.png,tags/88121dad365efe9b86136c65df1883283f5fbbb4_83rxdBocLEe8Tnhdg.png,masks/88121dad365efe9b86136c65df1883283f5fbbb4_83rxdBocLEe8Tnhdg.png,927x795,135,334,420,473,,"undefined",135,334,420,473,
553,,"COVID-19 Central Venous Line","Central Venous Line",,"ards-secondary-to-tiger-snake-bite.png",images/88121dad365efe9b86136c65df1883283f5fbbb4.png,tags/88121dad365efe9b86136c65df1883283f5fbbb4_dpW2mpyfxGZSPodiG.png,masks/88121dad365efe9b86136c65df1883283f5fbbb4_dpW2mpyfxGZSPodiG.png,927x795,0,348,59,314,,"undefined",0,348,59,314,
554,,"COVID-19 Consolidation","Consolidation",,"ards-secondary-to-tiger-snake-bite.png",images/88121dad365efe9b86136c65df1883283f5fbbb4.png,tags/88121dad365efe9b86136c65df1883283f5fbbb4_mum8MXcZpFvB6TRBC.png,masks/88121dad365efe9b86136c65df1883283f5fbbb4_mum8MXcZpFvB6TRBC.png,927x795,148,91,764,413,,"undefined",148,91,764,413,
555,,"COVID-19 Ground Glass Opacities","Ground Glass Opacities",,"ards-secondary-to-tiger-snake-bite.png",images/88121dad365efe9b86136c65df1883283f5fbbb4.png,tags/88121dad365efe9b86136c65df1883283f5fbbb4_hLbaCsCre3ku35hzA.png,masks/88121dad365efe9b86136c65df1883283f5fbbb4_hLbaCsCre3ku35hzA.png,927x795,4,191,190,165,,"undefined",4,191,190,165,
556,"Class:Left Lung","COVID-19 Left Lung","Left Lung",,"ards-secondary-to-tiger-snake-bite.png",images/88121dad365efe9b86136c65df1883283f5fbbb4.png,tags/88121dad365efe9b86136c65df1883283f5fbbb4_BcqdFXcdTjpQQLWgc.png,masks/88121dad365efe9b86136c65df1883283f5fbbb4_BcqdFXcdTjpQQLWgc.png,927x795,0,483,403,757,,"undefined",0,483,403,757,
557,,"COVID-19 Monitoring Probes","Monitoring Probes",,"ards-secondary-to-tiger-snake-bite.png",images/88121dad365efe9b86136c65df1883283f5fbbb4.png,,,927x795,0,0,927,795,,"undefined",,,,,
558,,"COVID-19 Right Lung","Right Lung",,"ards-secondary-to-tiger-snake-bite.png",images/88121dad365efe9b86136c65df1883283f5fbbb4.png,tags/88121dad365efe9b86136c65df1883283f5fbbb4_ehPLXLPkf4t2e5TJA.png,masks/88121dad365efe9b86136c65df1883283f5fbbb4_ehPLXLPkf4t2e5TJA.png,927x795,0,87,337,528,,"undefined",0,87,337,528,
559,,"COVID-19 Tubings","Tubings",,"ards-secondary-to-tiger-snake-bite.png",images/88121dad365efe9b86136c65df1883283f5fbbb4.png,tags/88121dad365efe9b86136c65df1883283f5fbbb4_G3Cs5CgaFu8S7fLxA.png,masks/88121dad365efe9b86136c65df1883283f5fbbb4_G3Cs5CgaFu8S7fLxA.png,927x795,0,0,283,79,,"undefined",0,0,283,79,
560,,"COVID-19 Airways","Airways",,"covid-19-infection-exclusive-gastrointestinal-symptoms-pa.png",images/93437ae98a7defe03785532fbb30da4631b477f9.png,tags/93437ae98a7defe03785532fbb30da4631b477f9_HfoPpBus4NHLHmuoS.png,masks/93437ae98a7defe03785532fbb30da4631b477f9_HfoPpBus4NHLHmuoS.png,1127x1163,0,417,249,509,,"undefined",0,417,249,509,
561,,"COVID-19 Cardiomediastinum","Cardiomediastinum",,"covid-19-infection-exclusive-gastrointestinal-symptoms-pa.png",images/93437ae98a7defe03785532fbb30da4631b477f9.png,tags/93437ae98a7defe03785532fbb30da4631b477f9_K2GDXYMunXbhfAM4z.png,masks/93437ae98a7defe03785532fbb30da4631b477f9_K2GDXYMunXbhfAM4z.png,1127x1163,259,396,472,488,,"undefined",259,396,472,488,
562,,"COVID-19 Ground Glass Opacities","Ground Glass Opacities",,"covid-19-infection-exclusive-gastrointestinal-symptoms-pa.png",images/93437ae98a7defe03785532fbb30da4631b477f9.png,tags/93437ae98a7defe03785532fbb30da4631b477f9_5R2GWpHnhJiHPpbFg.png,masks/93437ae98a7defe03785532fbb30da4631b477f9_5R2GWpHnhJiHPpbFg.png,1127x1163,109,203,297,326,,"undefined",109,203,297,326,
563,"Class:Left Lung","COVID-19 Left Lung","Left Lung",,"covid-19-infection-exclusive-gastrointestinal-symptoms-pa.png",images/93437ae98a7defe03785532fbb30da4631b477f9.png,tags/93437ae98a7defe03785532fbb30da4631b477f9_y4cNbJif75wf7SWqN.png,masks/93437ae98a7defe03785532fbb30da4631b477f9_y4cNbJif75wf7SWqN.png,1127x1163,95,591,451,780,,"undefined",95,591,451,780,
564,,"COVID-19 Right Lung","Right Lung",,"covid-19-infection-exclusive-gastrointestinal-symptoms-pa.png",images/93437ae98a7defe03785532fbb30da4631b477f9.png,tags/93437ae98a7defe03785532fbb30da4631b477f9_pu22tvSdNtvjLszgg.png,masks/93437ae98a7defe03785532fbb30da4631b477f9_pu22tvSdNtvjLszgg.png,1127x1163,66,31,481,823,,"undefined",66,31,481,823,
565,,"COVID-19 Airways","Airways",,"31BA3780-2323-493F-8AED-62081B9C383B.jpeg",images/2d0efe6a7105f150520304bd4528e649ba65db28.jpg,tags/2d0efe6a7105f150520304bd4528e649ba65db28_hsePzRZb6BM95ZRQJ.png,masks/2d0efe6a7105f150520304bd4528e649ba65db28_hsePzRZb6BM95ZRQJ.png,1024x1024,49,402,199,421,,"undefined",49,402,199,421,
566,,"COVID-19 Cardiomediastinum","Cardiomediastinum",,"31BA3780-2323-493F-8AED-62081B9C383B.jpeg",images/2d0efe6a7105f150520304bd4528e649ba65db28.jpg,tags/2d0efe6a7105f150520304bd4528e649ba65db28_jJf3JQjYnggLKyBrb.png,masks/2d0efe6a7105f150520304bd4528e649ba65db28_jJf3JQjYnggLKyBrb.png,1024x1024,246,351,399,528,,"undefined",246,351,399,528,
567,,"COVID-19 Central Venous Line","Central Venous Line",,"31BA3780-2323-493F-8AED-62081B9C383B.jpeg",images/2d0efe6a7105f150520304bd4528e649ba65db28.jpg,tags/2d0efe6a7105f150520304bd4528e649ba65db28_CcgJ4HFRhFBGMbr9B.png,masks/2d0efe6a7105f150520304bd4528e649ba65db28_CcgJ4HFRhFBGMbr9B.png,1024x1024,46,382,222,375,,"undefined",46,382,222,375,
568,,"COVID-19 Consolidation","Consolidation",,"31BA3780-2323-493F-8AED-62081B9C383B.jpeg",images/2d0efe6a7105f150520304bd4528e649ba65db28.jpg,tags/2d0efe6a7105f150520304bd4528e649ba65db28_KsbjYCPw3cBun3YuL.png,masks/2d0efe6a7105f150520304bd4528e649ba65db28_KsbjYCPw3cBun3YuL.png,1024x1024,279,101,825,571,,"undefined",279,101,825,571,
569,"Class:Left Lung","COVID-19 Left Lung","Left Lung",,"31BA3780-2323-493F-8AED-62081B9C383B.jpeg",images/2d0efe6a7105f150520304bd4528e649ba65db28.jpg,tags/2d0efe6a7105f150520304bd4528e649ba65db28_qEQEXuyDgmHavZK9w.png,masks/2d0efe6a7105f150520304bd4528e649ba65db28_qEQEXuyDgmHavZK9w.png,1024x1024,73,535,396,738,,"undefined",73,535,396,738,
570,,"COVID-19 Nosogastric Tube","Nosogastric Tube",,"31BA3780-2323-493F-8AED-62081B9C383B.jpeg",images/2d0efe6a7105f150520304bd4528e649ba65db28.jpg,tags/2d0efe6a7105f150520304bd4528e649ba65db28_uEBL9nQZ72p2LDMmB.png,masks/2d0efe6a7105f150520304bd4528e649ba65db28_uEBL9nQZ72p2LDMmB.png,1024x1024,45,450,180,932,,"undefined",45,450,180,932,
571,,"COVID-19 Monitoring Probes","Monitoring Probes",,"31BA3780-2323-493F-8AED-62081B9C383B.jpeg",images/2d0efe6a7105f150520304bd4528e649ba65db28.jpg,,,1024x1024,0,0,1024,1024,,"undefined",,,,,
572,,"COVID-19 Right Lung","Right Lung",,"31BA3780-2323-493F-8AED-62081B9C383B.jpeg",images/2d0efe6a7105f150520304bd4528e649ba65db28.jpg,tags/2d0efe6a7105f150520304bd4528e649ba65db28_umAxhm2NTAD5ktDhB.png,masks/2d0efe6a7105f150520304bd4528e649ba65db28_umAxhm2NTAD5ktDhB.png,1024x1024,138,96,386,722,,"undefined",138,96,386,722,
573,,"COVID-19 Tubings","Tubings",,"31BA3780-2323-493F-8AED-62081B9C383B.jpeg",images/2d0efe6a7105f150520304bd4528e649ba65db28.jpg,tags/2d0efe6a7105f150520304bd4528e649ba65db28_R4XBcAMiR4aRSbF6H.png,masks/2d0efe6a7105f150520304bd4528e649ba65db28_R4XBcAMiR4aRSbF6H.png,1024x1024,49,687,337,927,,"undefined",49,687,337,927,
574,,"COVID-19 Endotracheal Tube","Endotracheal Tube",,"31BA3780-2323-493F-8AED-62081B9C383B.jpeg",images/2d0efe6a7105f150520304bd4528e649ba65db28.jpg,tags/2d0efe6a7105f150520304bd4528e649ba65db28_P8pF8Z3k6rjmzBMih.png,masks/2d0efe6a7105f150520304bd4528e649ba65db28_P8pF8Z3k6rjmzBMih.png,1024x1024,45,461,38,142,,"undefined",45,461,38,142,
575,,"COVID-19 Airways","Airways",,"93FE0BB1-022D-4F24-9727-987A07975FFB.jpeg",images/8967c55e4638d07c8540c32982c7a7ac86ca6c1a.jpg,tags/8967c55e4638d07c8540c32982c7a7ac86ca6c1a_2rZGCxXaENPxX9MnG.png,masks/8967c55e4638d07c8540c32982c7a7ac86ca6c1a_2rZGCxXaENPxX9MnG.png,1592x1448,0,670,372,714,,"undefined",0,670,372,714,
576,,"COVID-19 Cardiomediastinum","Cardiomediastinum",,"93FE0BB1-022D-4F24-9727-987A07975FFB.jpeg",images/8967c55e4638d07c8540c32982c7a7ac86ca6c1a.jpg,tags/8967c55e4638d07c8540c32982c7a7ac86ca6c1a_H5BsitgpyTRrptsB2.png,masks/8967c55e4638d07c8540c32982c7a7ac86ca6c1a_H5BsitgpyTRrptsB2.png,1592x1448,394,662,642,648,,"undefined",394,662,642,648,
577,,"COVID-19 Ground Glass Opacities","Ground Glass Opacities",,"93FE0BB1-022D-4F24-9727-987A07975FFB.jpeg",images/8967c55e4638d07c8540c32982c7a7ac86ca6c1a.jpg,tags/8967c55e4638d07c8540c32982c7a7ac86ca6c1a_5gfjbXRLDw8PyzjkT.png,masks/8967c55e4638d07c8540c32982c7a7ac86ca6c1a_5gfjbXRLDw8PyzjkT.png,1592x1448,267,149,1388,847,,"undefined",267,149,1388,847,
578,"Class:Left Lung","COVID-19 Left Lung","Left Lung",,"93FE0BB1-022D-4F24-9727-987A07975FFB.jpeg",images/8967c55e4638d07c8540c32982c7a7ac86ca6c1a.jpg,tags/8967c55e4638d07c8540c32982c7a7ac86ca6c1a_MNwu665rMA2sxfiXf.png,masks/8967c55e4638d07c8540c32982c7a7ac86ca6c1a_MNwu665rMA2sxfiXf.png,1592x1448,128,855,688,988,,"undefined",128,855,688,988,
579,,"COVID-19 Right Lung","Right Lung",,"93FE0BB1-022D-4F24-9727-987A07975FFB.jpeg",images/8967c55e4638d07c8540c32982c7a7ac86ca6c1a.jpg,tags/8967c55e4638d07c8540c32982c7a7ac86ca6c1a_EFJQcJvLwwuH3LHEm.png,masks/8967c55e4638d07c8540c32982c7a7ac86ca6c1a_EFJQcJvLwwuH3LHEm.png,1592x1448,173,124,639,988,,"undefined",173,124,639,988,
580,,"COVID-19 Airways","Airways",,"85E52EB3-56E9-4D67-82DA-DEA247C82886.jpeg",images/d699123fcf126ea8e1f65a24132dd1f6acaffdd7.jpg,tags/d699123fcf126ea8e1f65a24132dd1f6acaffdd7_3Ndx4x6mfbZFZMtDd.png,masks/d699123fcf126ea8e1f65a24132dd1f6acaffdd7_3Ndx4x6mfbZFZMtDd.png,1799x1472,0,737,295,643,,"undefined",0,737,295,643,
581,,"COVID-19 Cardiomediastinum","Cardiomediastinum",,"85E52EB3-56E9-4D67-82DA-DEA247C82886.jpeg",images/d699123fcf126ea8e1f65a24132dd1f6acaffdd7.jpg,tags/d699123fcf126ea8e1f65a24132dd1f6acaffdd7_iutmixExgBf9zYAbL.png,masks/d699123fcf126ea8e1f65a24132dd1f6acaffdd7_iutmixExgBf9zYAbL.png,1799x1472,358,697,522,638,,"undefined",358,697,522,638,
582,,"COVID-19 Central Venous Line","Central Venous Line",,"85E52EB3-56E9-4D67-82DA-DEA247C82886.jpeg",images/d699123fcf126ea8e1f65a24132dd1f6acaffdd7.jpg,tags/d699123fcf126ea8e1f65a24132dd1f6acaffdd7_8Sn8MiGdDyZeGPmC2.png,masks/d699123fcf126ea8e1f65a24132dd1f6acaffdd7_8Sn8MiGdDyZeGPmC2.png,1799x1472,140,134,651,552,,"undefined",140,134,651,552,
583,,"COVID-19 Consolidation","Consolidation",,"85E52EB3-56E9-4D67-82DA-DEA247C82886.jpeg",images/d699123fcf126ea8e1f65a24132dd1f6acaffdd7.jpg,tags/d699123fcf126ea8e1f65a24132dd1f6acaffdd7_FP6bJnEXpfvFMb74D.png,masks/d699123fcf126ea8e1f65a24132dd1f6acaffdd7_FP6bJnEXpfvFMb74D.png,1799x1472,545,323,497,388,,"undefined",545,323,497,388,
584,,"COVID-19 Endotracheal Tube","Endotracheal Tube",,"85E52EB3-56E9-4D67-82DA-DEA247C82886.jpeg",images/d699123fcf126ea8e1f65a24132dd1f6acaffdd7.jpg,tags/d699123fcf126ea8e1f65a24132dd1f6acaffdd7_WuGxdzM4BpchzmTeP.png,masks/d699123fcf126ea8e1f65a24132dd1f6acaffdd7_WuGxdzM4BpchzmTeP.png,1799x1472,19,851,59,385,,"undefined",19,851,59,385,
